GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Configuration,org.apache.commons.configuration2.tree,ImmutableNode,0,317,0,22,0,60,0,33,0,22
Apache Commons Configuration,org.apache.commons.configuration2.tree,OverrideCombiner,0,135,1,13,0,20,1,13,0,7
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeSelector,0,145,0,10,0,33,0,15,0,10
Apache Commons Configuration,org.apache.commons.configuration2.tree,DefaultExpressionEngine,0,340,1,41,0,63,1,35,0,15
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeTracker,8,323,2,20,1,63,2,28,0,19
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.ChangeNodeValueOperation,0,12,0,0,0,4,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.tree,DefaultConfigurationKey.KeyIterator,23,372,3,53,5,72,3,46,0,21
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeNameMatchers.new NodeNameMatchers() {...},0,12,0,0,0,2,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.tree,QueryResult,0,113,0,8,0,24,0,14,0,10
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeNameMatchers.new NodeNameMatchers() {...},0,12,0,0,0,2,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeCombiner,0,31,0,0,0,9,0,6,0,6
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeTracker.TrackedNodeData,0,95,0,8,0,15,0,13,0,9
Apache Commons Configuration,org.apache.commons.configuration2.tree,TrackedNodeHandler,0,21,0,0,0,7,0,4,0,4
Apache Commons Configuration,org.apache.commons.configuration2.tree,ImmutableNode.Builder,0,171,0,22,0,60,0,29,0,18
Apache Commons Configuration,org.apache.commons.configuration2.tree,InMemoryNodeModel,2,1257,7,107,0,255,7,117,0,67
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.AddAttributesOperation,0,12,0,0,0,4,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.tree,ReferenceTracker,13,133,4,16,2,33,4,12,0,6
Apache Commons Configuration,org.apache.commons.configuration2.tree,InMemoryNodeModel.new ConfigurationNodeVisitorAdapter() {...},0,20,0,0,0,3,0,3,0,3
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.Operations,0,144,0,14,0,35,0,15,0,8
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.ChangeNodeNameOperation,0,12,0,0,0,4,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.tree,ConfigurationNodeVisitorAdapter,1,6,0,0,1,3,1,3,1,3
Apache Commons Configuration,org.apache.commons.configuration2.tree,AbstractImmutableNodeHandler,0,101,0,10,0,17,0,21,0,16
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeAddData,0,38,0,2,0,13,0,7,0,6
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeCombiner.new AbstractImmutableNodeHandler() {...},4,3,0,0,2,1,2,1,2,1
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.RemoveAttributeOperation,0,12,0,0,0,4,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.tree,TreeData,13,128,0,8,1,30,1,16,1,12
Apache Commons Configuration,org.apache.commons.configuration2.tree,MergeCombiner,0,174,1,15,0,37,1,14,0,7
Apache Commons Configuration,org.apache.commons.configuration2.tree,DefaultExpressionEngineSymbols,0,166,0,4,0,30,0,14,0,12
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.new ConfigurationNodeVisitorAdapter() {...},0,23,0,0,0,5,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeHandlerDecorator,0,86,0,0,0,16,0,16,0,16
Apache Commons Configuration,org.apache.commons.configuration2.tree,TreeUtils,97,0,8,0,18,0,8,0,4,0
Apache Commons Configuration,org.apache.commons.configuration2.tree,UnionCombiner,0,108,0,12,0,21,0,10,0,4
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeTreeWalker,0,109,0,18,0,29,0,17,0,8
Apache Commons Configuration,org.apache.commons.configuration2.tree,DefaultExpressionEngineSymbols.Builder,0,66,0,0,0,23,0,9,0,9
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.ChildrenUpdateOperation,0,142,0,10,0,30,0,14,0,9
Apache Commons Configuration,org.apache.commons.configuration2.interpol,InterpolatorSpecification.Builder,0,104,0,8,0,36,0,15,0,11
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ExprLookup,62,116,3,5,17,31,8,13,6,11
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ConstantLookup,0,71,0,4,0,16,0,9,0,7
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ExprLookup.Variable,27,46,1,3,5,18,2,6,1,5
Apache Commons Configuration,org.apache.commons.configuration2.interpol,StringLookupAdapter,0,14,0,0,0,4,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ConfigurationInterpolator,0,323,0,44,0,84,0,51,0,29
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ConfigurationInterpolator.DefaultPrefixLookupsHolder,0,130,0,6,0,34,0,9,0,6
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ExprLookup.Variables,13,7,2,0,1,4,2,2,1,2
Apache Commons Configuration,org.apache.commons.configuration2.interpol,SystemPropertiesLookup,8,0,0,0,2,0,2,0,2,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,EnvironmentLookup,6,0,0,0,2,0,2,0,2,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ConfigurationInterpolator.DefaultStringConverter,0,54,0,12,0,13,0,10,0,4
Apache Commons Configuration,org.apache.commons.configuration2.interpol,DefaultLookups,0,293,0,0,0,24,0,4,0,4
Apache Commons Configuration,org.apache.commons.configuration2.interpol,InterpolatorSpecification,0,46,0,0,0,12,0,6,0,6
Apache Commons Configuration,org.apache.commons.configuration2.interpol,DummyLookup,0,16,0,0,0,3,0,2,0,2
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletConfiguration,0,32,0,0,0,8,0,4,0,4
Apache Commons Configuration,org.apache.commons.configuration2.web,BaseWebConfiguration,0,57,0,8,0,10,0,11,0,7
Apache Commons Configuration,org.apache.commons.configuration2.web,AppletConfiguration,50,0,6,0,10,0,6,0,3,0
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletContextConfiguration,0,35,0,0,0,9,0,4,0,4
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletFilterConfiguration,0,24,0,0,0,6,0,3,0,3
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletRequestConfiguration,6,74,2,8,1,16,2,6,0,3
Apache Commons Configuration,org.apache.commons.configuration2.spring,ConfigurationPropertiesFactoryBean,11,135,1,17,5,27,5,18,4,10
Apache Commons Configuration,org.apache.commons.configuration2.spring,ConfigurationPropertySource,23,36,1,7,5,10,3,5,2,2
